path,class,filename,is_valid,hash,split
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11446824-1363095341_jpg.rf.9e503689564b9f016a49922113ce0405.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11446824-1363095341_jpg.rf.9e503689564b9f016a49922113ce0405.jpg,True,e3ae932c8a049ec8f6d1cd7b2faeb019,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11252412-1613982381_jpg.rf.e128496c9c36d87b6ca64cb987f2ab30.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11252412-1613982381_jpg.rf.e128496c9c36d87b6ca64cb987f2ab30.jpg,True,61a791eb36e09f138796c0613724da59,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11752354-3137417452_jpg.rf.fe2be3e5fb9b6001be11807adc837579.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11752354-3137417452_jpg.rf.fe2be3e5fb9b6001be11807adc837579.jpg,True,5427e3f062568ab3cb3b00aae3de1c4b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11776616-4266232760_jpg.rf.8b2d3561600f760ddf77e5f0160b36d8.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11776616-4266232760_jpg.rf.8b2d3561600f760ddf77e5f0160b36d8.jpg,True,9e1e5aaad95c110954d995b61ebb393b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12080061-2615874416_jpg.rf.021e6b1d271551ba2ccfd671098312ca.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12080061-2615874416_jpg.rf.021e6b1d271551ba2ccfd671098312ca.jpg,True,549de0a8af0fc254cf2d67e75f7fbd36,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11949023-108021592_jpg.rf.38afba2bf807f3474c691f6d6a5f1dae_copy273.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11949023-108021592_jpg.rf.38afba2bf807f3474c691f6d6a5f1dae_copy273.jpg,True,44328981bb0f36d9116aa1dcae441111,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11645980-3123895732_jpg.rf.5d1644e9a655d2d1597ee4c04ab45f4c.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11645980-3123895732_jpg.rf.5d1644e9a655d2d1597ee4c04ab45f4c.jpg,True,de106ef308570fa962f06990ea3ad505,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11809296-521572151_jpg.rf.2fb8ceb366cf123ee1f852c9ba155fd7.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11809296-521572151_jpg.rf.2fb8ceb366cf123ee1f852c9ba155fd7.jpg,True,9ce0375c1597e431dbdc9c5e60f0176f,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11449008-837337387_jpg.rf.e42712c2a1d1d7f5824dcc3591be419a.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11449008-837337387_jpg.rf.e42712c2a1d1d7f5824dcc3591be419a.jpg,True,34cf4f664d5bb43c1f894e7350aa84f6,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12085768-4022344262_jpg.rf.36cd3a53f719c14798eaa96bed5a7a62.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12085768-4022344262_jpg.rf.36cd3a53f719c14798eaa96bed5a7a62.jpg,True,49f4a70a16335a5b9b4c429ed9cc752e,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11373070-218115582_jpg.rf.369a39ec98e0a66b68469c4b839392c8.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11373070-218115582_jpg.rf.369a39ec98e0a66b68469c4b839392c8.jpg,True,6a25515ba43fc4c65bb9493c3e2785b7,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11919977-4109636946_jpg.rf.b521fa23c2266b7f3cf9aa0f192ea2ba.jpg,non_fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11919977-4109636946_jpg.rf.b521fa23c2266b7f3cf9aa0f192ea2ba.jpg,True,342eef38a5941ac5e630926818573d53,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12094063-1839370581_jpg.rf.9617655102c8194bee09617e91e0c48a_copy245.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12094063-1839370581_jpg.rf.9617655102c8194bee09617e91e0c48a_copy245.jpg,True,7b2cba4fd91fcbcb9f823e6aa984c6d4,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11573933-3624765847_jpg.rf.6cf1d99b7f755750c94b5f8777ae4d15.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11573933-3624765847_jpg.rf.6cf1d99b7f755750c94b5f8777ae4d15.jpg,True,cf9c87f91fe42b677c1458877f66b1e4,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11465295-2159671526_jpg.rf.7de1876b78397127b8d4a061d17b63e5.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11465295-2159671526_jpg.rf.7de1876b78397127b8d4a061d17b63e5.jpg,True,856286cf49bf25fbeacf15d091c848a3,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11951081-3956478985_jpg.rf.8adaf95bb78931903caa2039b9a1db5d.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11951081-3956478985_jpg.rf.8adaf95bb78931903caa2039b9a1db5d.jpg,True,d23fa1767011cbb3eca5e6a2ec988466,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11965081-3622232786_jpg.rf.786bf8002ec48977392153717ab44118.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11965081-3622232786_jpg.rf.786bf8002ec48977392153717ab44118.jpg,True,5f2b58e119f794b04ed1aa111cd205a6,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11645972-3098280103_jpg.rf.1838a53d86d0a7e630ecba539da9cc46.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11645972-3098280103_jpg.rf.1838a53d86d0a7e630ecba539da9cc46.jpg,True,3ac6e979665d9a915eb510b33164989a,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11635640-3190360805_jpg.rf.d96484a937b18b457d87592ce0bdcd5d.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11635640-3190360805_jpg.rf.d96484a937b18b457d87592ce0bdcd5d.jpg,True,b273207e08c53d00265f4cc13fd47d3d,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11856413-2132897645_jpg.rf.3e134ffee9a3016001a9035375f8b357.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11856413-2132897645_jpg.rf.3e134ffee9a3016001a9035375f8b357.jpg,True,84cf0597e083a6f3260dc2bb2467d7ba,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11232186-3868984750_jpg.rf.6e08cd8aa9e81af677d3142e99d92582.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11232186-3868984750_jpg.rf.6e08cd8aa9e81af677d3142e99d92582.jpg,True,1f8759cdda09e563ad18168e735f848d,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11768415-4213263514_jpg.rf.65aa143e687d06f8a669ea37ad59a470.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11768415-4213263514_jpg.rf.65aa143e687d06f8a669ea37ad59a470.jpg,True,91a94e7fa2bdbb2dc3e16cae650f6826,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12370534-823325518_jpg.rf.a4e29ba7908f8fd80b63f02033d6e296.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12370534-823325518_jpg.rf.a4e29ba7908f8fd80b63f02033d6e296.jpg,True,4d40a4614e867a41344b55640e8ab955,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12090015-2502630291_jpg.rf.cd1dc38183e6b8958fce3a2e0af9c7d1.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12090015-2502630291_jpg.rf.cd1dc38183e6b8958fce3a2e0af9c7d1.jpg,True,b25d05a463cb8670166712c17793d21a,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11971632-1917200069_jpg.rf.98d8103e6640a36453083c08cbef5245.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11971632-1917200069_jpg.rf.98d8103e6640a36453083c08cbef5245.jpg,True,b7bf124273f3418444946c8bba38b0ec,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12063677-1903523075_jpg.rf.4bc501b1bd1db78d4e4ef63118eb6375.jpg,non_fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12063677-1903523075_jpg.rf.4bc501b1bd1db78d4e4ef63118eb6375.jpg,True,57db8c8b30863d4b7a8e267365745337,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11223712-1658665262_jpg.rf.1812d00f67259be23e830ba24622323e.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11223712-1658665262_jpg.rf.1812d00f67259be23e830ba24622323e.jpg,True,a608453b23910189aa6602c8966945ef,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12229544-920325119_jpg.rf.3375bdb468ccca120a28dff0337555d0.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12229544-920325119_jpg.rf.3375bdb468ccca120a28dff0337555d0.jpg,True,966730dc8447da53fc5963c6a873f737,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11238003-3972760584_jpg.rf.198f1eb75fdcd24f925d7476b7178c04.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11238003-3972760584_jpg.rf.198f1eb75fdcd24f925d7476b7178c04.jpg,True,47f32ef9dc9b8bab8fbba243ad566ab4,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11738120-774099309_jpg.rf.9be481229f94701dcbcd35b26b2a2f24.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11738120-774099309_jpg.rf.9be481229f94701dcbcd35b26b2a2f24.jpg,True,1c6a74eef5bec0f2b35eecc4d0430e66,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11805337-3985923944_jpg.rf.987ff1deef33e0c10c1ef96fbfade17c.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11805337-3985923944_jpg.rf.987ff1deef33e0c10c1ef96fbfade17c.jpg,True,26e43dfe178940c0f28cb1035d93a49d,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12091945-2302552037_jpg.rf.7fc70a8bf38885636f63d151794ef354.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12091945-2302552037_jpg.rf.7fc70a8bf38885636f63d151794ef354.jpg,True,09fdfb504dfe371283b28572e50e0b93,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11721349-441804241_jpg.rf.a7f4d35ecc303dc57c6cbe276f617b88.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11721349-441804241_jpg.rf.a7f4d35ecc303dc57c6cbe276f617b88.jpg,True,8237546dadf4327c14f2b4a3929ebb41,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11971632-1917200069_jpg.rf.bc0a85268c21678cb823950a1cd674b7.jpg,non_fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11971632-1917200069_jpg.rf.bc0a85268c21678cb823950a1cd674b7.jpg,True,374b6f3aa581827062f89f606dc7d66d,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11797056-3272328051_jpg.rf.ed94aebc1cb5c6900a546db4a8afc286.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11797056-3272328051_jpg.rf.ed94aebc1cb5c6900a546db4a8afc286.jpg,True,7cc694d00d72751f29caabfcc613df7b,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11575864-1789352583_jpg.rf.3ba8e5ac3d451589f59bbbf14266377a.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11575864-1789352583_jpg.rf.3ba8e5ac3d451589f59bbbf14266377a.jpg,True,a2ca39e8eab7caca3d9873834fbc3056,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11647891-179180686_jpg.rf.47da6dd3b4bb5eb3b47795e45b72f44b.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11647891-179180686_jpg.rf.47da6dd3b4bb5eb3b47795e45b72f44b.jpg,True,411efb39c6d6d3e9e75a2849455727c1,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11850360-3820387823_jpg.rf.9dc358a900d19da507db18c32d38e39d.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11850360-3820387823_jpg.rf.9dc358a900d19da507db18c32d38e39d.jpg,True,4bca5094565c82d06848d448b46b5627,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11492030-2794802933_jpg.rf.bacb2a49da840199868c3e5528bc7850.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11492030-2794802933_jpg.rf.bacb2a49da840199868c3e5528bc7850.jpg,True,c81db47bc44e3501d029600620578e9f,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11975389-839487338_jpg.rf.225ce4b29654fc59b577684424653a8d.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11975389-839487338_jpg.rf.225ce4b29654fc59b577684424653a8d.jpg,True,439ed3a81931499226bf28f028433498,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12364771-2523422735_jpg.rf.06fb027f20ed2f223c0e0f85cd6cbc4d.jpg,fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-12364771-2523422735_jpg.rf.06fb027f20ed2f223c0e0f85cd6cbc4d.jpg,True,ea2d0bcc3e3f86c53221c6603805e796,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11752452-3131170475_jpg.rf.8599d9f9d867802ae1c6178fbd99e8a7.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11752452-3131170475_jpg.rf.8599d9f9d867802ae1c6178fbd99e8a7.jpg,True,eb40e7142c5dbd2d365b00a740483983,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11749955-3318146115_jpg.rf.948312b8d52dcdfcbbbeefd750d95890.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11749955-3318146115_jpg.rf.948312b8d52dcdfcbbbeefd750d95890.jpg,True,00ff8e0c0be59a7ee35de9f21df3e6c7,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11717158-883746075_jpg.rf.0f98b8aed3daa414a9829882a7fbe782.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-11717158-883746075_jpg.rf.0f98b8aed3daa414a9829882a7fbe782.jpg,True,0a6952fed76d1b75493889b2e652d7bc,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12106353-2452956429_jpg.rf.6f251da70f6552053b85ac8df2304876.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12106353-2452956429_jpg.rf.6f251da70f6552053b85ac8df2304876.jpg,True,36f121dfb24ce1bdeac6e4caaab6e074,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/non_fibroid/Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11776616-4266232760_jpg.rf.230813e8d34f7525d68df0a0c1d05dc4.jpg,non_fibroid,Uterine fibroid.v1i.yolov8_1-2-826-0-1-3680043-2-461-11776616-4266232760_jpg.rf.230813e8d34f7525d68df0a0c1d05dc4.jpg,True,3017051176f6fa43b02b01db94738de8,train
/root/.cache/kagglehub/datasets/aureenblessingharazi/fibroid-ultrascans/versions/1/combinedataset/fibroid/Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12151297-225326815_jpg.rf.19073800c8b1d983c85b0016f0417e7c.jpg,fibroid,Uterine fibroid dataset_1-2-826-0-1-3680043-2-461-12151297-225326815_jpg.rf.19073800c8b1d983c85b0016f0417e7c.jpg,True,0f30ddb21c72b5b7670e1f9759a3191b,train
